BLK,ROW,POS,GENO,ID,Total.Time,FreeFeeder,LeafModifier,WoodModifier,Ant,Cecidomyiidae,Tenthredinidae,Nepticulidae,Gracilliaridae,Agromyzidae,Notodontidae,Tortricidae,Aphididae,Formicidae,Chrysomelidae,Pentatomidae,Membracidae,Harmandia,Phyllocolpa,PetioleGall,LeafEdgeMine,SerpMine,BlotchMine,LombardyMine,Gluphisia,GreenNematus,RustylinedLeaftier,ObliqueBandedLeafRoller,SmokeyAphids,GreenAphids,Lasius_neoniger,AvgBA2014,AvgSize2014,Growth2012_2014,Growth2014_2015,BAI2012_2014,BAI2014_2015,AvgEFN2014,SDEFN2014,TotEFN2014,SLA2014,LA2014,BB2014,BS2014,GS2014,CT2014,Salicortin2014,Tremulacin2014,PG2014,TotalDefChem2014,CN2014,N2014
1,M,21,326,1 M 21,6,0.167,0.500,0.000,0.000,0.000,0.167,0.167,0.000,0.167,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.167,0.000,0.000,0.000,0.167,0.167,0.000,0.000,0.000,0.000,0.000,0.000,7.590,3340.760,2.727,3.683,0.852,1.821,1.230,9.010,21.680,0.583,0.900,12.330,10.920,123.340,230.000,106.660,12.610,1.106,0.900,2.006,15.160
1,M,22,310,1 M 22,6,68.333,2.000,0.000,1.000,0.000,0.833,0.000,0.667,0.333,0.500,0.000,68.333,1.000,0.000,0.000,0.000,0.000,0.833,0.000,0.000,0.000,0.667,0.333,0.333,0.000,0.167,0.000,68.333,0.000,0.000,7.920,2566.810,2.397,3.632,0.888,2.407,0.500,12.280,28.360,0.750,0.965,13.850,13.110,120.760,252.000,131.240,11.850,3.384,2.980,6.364,19.880
1,M,23,390,1 M 23,6,16.333,1.833,0.000,1.833,1.333,0.000,0.000,0.333,0.167,0.167,0.000,16.167,1.833,0.000,0.000,0.000,1.333,0.000,0.000,0.000,0.000,0.333,0.167,0.167,0.000,0.000,0.000,16.167,0.000,0.000,7.650,2120.140,3.148,2.981,1.938,0.460,5.970,0.930,16.540,0.417,0.793,9.120,9.510,122.040,224.000,101.960,19.290,3.491,3.540,7.031,28.040
1,M,25,340,1 M 25,12,7.333,0.833,0.000,0.000,0.000,0.333,0.167,0.333,0.000,0.167,0.000,5.917,0.000,0.000,1.167,0.000,0.000,0.333,0.167,0.000,0.000,0.333,0.000,0.167,0.000,0.000,0.000,0.000,5.917,0.000,10.360,5175.210,2.786,3.892,0.654,1.965,0.980,13.190,28.430,0.750,0.965,7.120,8.830,118.200,230.000,111.800,12.500,2.982,2.680,5.662,19.630
1,M,26,204,1 M 26,9,0.111,0.222,0.000,0.000,0.000,0.222,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.111,0.000,0.111,0.000,0.000,0.000,0.000,0.000,13.000,4962.890,3.374,3.653,2.051,0.976,6.750,8.820,30.550,0.333,0.778,11.270,11.910,123.870,213.000,89.130,9.650,3.209,3.190,6.399,17.630
1,M,27,59,1 M 27,6,3.167,1.000,0.000,0.000,0.167,0.167,0.000,0.167,0.333,0.333,0.000,3.167,0.000,0.000,0.000,0.000,0.167,0.167,0.000,0.000,0.167,0.000,0.333,0.167,0.000,0.167,0.000,0.000,3.167,0.000,6.540,2243.330,2.221,3.582,0.689,2.520,0.280,10.160,24.850,0.583,0.900,10.460,13.530,130.400,213.000,82.600,7.340,5.072,3.920,8.992,18.830
1,M,28,26,1 M 28,12,0.250,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.417,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.417,0.000,0.000,0.083,0.000,0.000,0.000,25.150,18593.140,NA,NA,NA,NA,NA,NA,43.310,0.333,0.778,11.850,12.730,125.220,224.000,98.780,15.130,4.382,5.000,9.382,26.670
1,N,1,173,1 N 1,6,1.833,1.000,0.000,0.000,0.000,0.500,0.333,0.167,0.000,0.333,0.000,1.500,0.000,0.000,0.000,0.167,0.000,0.500,0.333,0.000,0.000,0.167,0.000,0.333,0.000,0.000,0.000,0.000,1.500,0.000,13.620,4197.450,3.063,3.738,1.555,1.555,4.690,14.140,41.550,0.750,0.965,11.990,11.480,122.740,227.000,104.260,7.940,4.228,5.190,9.418,19.440
1,N,2,85,1 N 2,12,0.667,1.417,0.000,0.000,0.000,0.167,0.833,0.250,0.083,0.417,0.083,0.000,0.000,0.333,0.000,0.000,0.000,0.167,0.833,0.000,0.000,0.250,0.083,0.417,0.000,0.000,0.083,0.000,0.000,0.000,20.360,9416.650,3.403,4.055,1.124,1.393,6.250,18.310,56.020,0.667,0.985,11.530,14.210,120.970,227.000,106.030,9.450,3.531,3.910,7.441,18.630
1,N,3,210,1 N 3,9,2.111,0.889,0.000,0.000,0.000,0.000,0.444,0.444,0.000,0.000,0.000,2.000,0.000,0.222,0.000,0.000,0.000,0.000,0.444,0.222,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,10.660,5023.260,3.208,3.803,2.074,1.490,4.210,10.260,36.090,0.167,0.577,13.220,7.650,122.970,244.000,121.030,8.760,4.167,4.670,8.837,19.650
1,N,4,329,1 N 4,9,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.222,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.900,3349.510,3.058,3.575,1.508,1.269,2.850,7.040,20.870,1.167,1.337,13.090,14.690,124.900,238.000,113.100,11.930,1.360,1.290,2.650,15.250
1,N,5,237,1 N 5,12,0.917,0.083,0.000,0.250,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.917,0.250,0.000,0.000,0.000,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.917,0.000,0.000,18.250,8464.860,3.503,3.972,1.853,1.247,7.110,15.940,53.590,0.167,0.577,12.600,16.610,122.970,252.000,129.030,9.570,4.911,5.680,10.591,22.580
1,N,7,146,1 N 7,12,1.583,0.000,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.417,0.083,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.417,0.000,12.700,5334.750,3.203,3.811,1.434,1.408,4.320,12.050,34.550,0.417,0.793,11.600,12.870,119.850,227.000,107.150,14.120,1.333,1.280,2.613,17.390
1,N,8,338,1 N 8,12,0.500,0.333,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.250,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.250,0.000,0.000,10.090,3525.950,3.031,3.613,1.303,1.331,3.440,8.920,26.260,0.583,0.793,11.990,12.060,121.490,227.000,105.510,13.490,3.102,2.160,5.262,20.280
1,N,9,160,1 N 9,12,7.250,0.750,0.000,0.000,0.000,0.000,0.167,0.167,0.417,1.083,0.000,6.000,0.000,0.000,0.000,0.083,0.000,0.000,0.167,0.167,0.000,0.000,0.417,1.083,0.000,0.000,0.000,0.000,6.000,0.000,9.130,3280.470,3.000,3.594,1.419,1.380,3.150,8.300,23.860,0.333,0.778,9.600,11.630,125.040,217.000,91.960,8.660,3.853,3.860,7.713,18.270
1,N,11,372,1 N 11,12,1.667,0.333,0.000,0.167,0.000,0.083,0.083,0.000,0.083,0.250,0.000,0.000,0.167,0.167,1.417,0.000,0.000,0.083,0.083,0.000,0.000,0.000,0.083,0.167,0.000,0.083,0.000,0.000,0.000,0.000,8.800,2027.920,3.193,NA,1.466,NA,3.480,5.890,15.700,0.250,0.622,8.270,11.240,120.960,224.000,103.040,24.030,1.782,2.040,3.822,28.730
1,N,12,257,1 N 12,18,7.389,0.889,0.000,0.000,0.000,0.333,0.167,0.000,0.389,0.111,0.000,7.278,0.000,0.000,0.000,0.000,0.000,0.333,0.167,0.000,0.000,0.000,0.389,0.111,0.000,0.000,0.000,7.278,0.000,0.000,18.580,9203.960,3.530,3.969,1.364,1.114,6.900,14.910,39.350,0.667,0.985,11.220,14.050,122.740,224.000,101.260,15.140,3.719,3.780,7.499,24.470
1,N,13,275,1 N 13,12,0.500,0.417,0.000,0.000,0.000,0.083,0.250,0.000,0.083,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.250,0.000,0.000,0.000,0.083,0.500,0.000,0.000,0.000,0.000,0.000,0.000,6.980,2078.060,2.719,3.394,0.978,1.374,1.700,6.450,19.670,0.917,0.996,11.340,13.350,123.870,238.000,114.130,14.580,3.183,4.100,7.283,23.430
1,N,15,47,1 N 15,18,1.556,1.000,0.000,0.056,0.000,0.111,0.611,0.111,0.167,0.222,0.000,1.333,0.056,0.000,0.000,0.000,0.000,0.111,0.611,0.111,0.000,0.000,0.167,0.222,0.000,0.000,0.000,0.667,0.667,0.000,15.080,5308.920,NA,NA,NA,NA,4.400,12.240,36.860,0.667,0.985,10.300,12.480,123.880,213.000,89.120,15.740,6.030,9.080,15.110,33.820
1,N,16,315,1 N 16,12,0.250,0.583,0.000,0.000,0.000,0.167,0.250,0.000,0.167,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.250,0.000,0.000,0.000,0.167,0.167,0.083,0.083,0.000,0.000,0.000,0.000,9.390,3439.600,2.945,3.621,1.059,1.410,2.590,8.900,21.730,0.500,0.905,11.220,14.580,119.320,227.000,107.680,6.170,3.806,4.410,8.216,16.260
1,N,18,185,1 N 18,6,0.000,2.167,0.000,0.000,0.000,0.000,2.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.200,1292.830,2.641,3.186,1.777,1.364,2.030,4.850,13.650,0.333,0.778,8.240,13.050,122.510,227.000,104.490,15.010,3.229,3.090,6.319,22.920
1,N,21,194,1 N 21,6,30.500,0.167,0.000,2.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,30.333,2.000,0.167,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.333,0.000,0.000,3.330,799.960,2.376,3.016,1.864,1.545,1.260,3.210,10.390,0.333,0.651,10.260,11.840,121.470,230.000,108.530,13.860,4.569,4.870,9.439,25.550
1,N,23,238,1 N 23,9,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.840,2079.320,2.791,3.416,1.587,1.472,2.490,6.520,19.150,1.583,1.165,9.210,12.730,121.820,244.000,122.180,18.320,3.203,2.480,5.683,25.580
1,N,25,149,1 N 25,12,2.333,0.167,0.000,0.500,0.000,0.083,0.167,0.000,0.000,0.000,0.000,2.250,0.500,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.250,0.000,0.500,14.930,6071.450,3.382,3.773,1.494,1.068,6.360,10.170,35.470,0.333,0.778,11.630,14.490,122.970,234.000,111.030,7.900,3.564,4.250,7.814,17.470
1,N,28,302,1 N 28,12,1.083,0.083,0.000,0.083,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.917,0.083,0.083,0.000,0.000,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.250,0.083,17.310,8858.400,3.513,3.963,1.446,1.150,6.530,13.170,45.050,0.333,0.778,7.930,10.750,124.410,230.000,105.590,11.590,3.946,3.690,7.636,21.170
2,A,2,108,2 A 2,12,0.000,0.583,0.000,0.000,0.000,0.083,0.000,0.167,0.250,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.000,0.083,0.000,0.083,0.250,0.000,0.000,0.083,0.000,0.000,0.000,0.000,5.710,1992.250,2.723,3.430,1.708,1.644,1.810,6.140,16.470,0.000,0.000,15.240,8.850,125.040,227.000,101.960,22.250,1.447,1.440,2.887,25.850
2,A,3,275,2 A 3,15,5.867,1.200,0.000,0.000,0.000,0.533,0.133,0.267,0.333,0.133,0.000,5.533,0.000,0.133,0.000,0.000,0.000,0.467,0.133,0.267,0.000,0.000,0.333,0.133,0.067,0.000,0.000,5.067,0.467,0.000,13.160,5361.980,2.944,3.907,1.083,1.956,2.310,16.710,38.690,0.833,1.030,15.730,11.360,123.220,227.000,103.780,14.280,2.526,3.450,5.976,21.500
2,A,5,175,2 A 5,18,0.333,1.444,0.000,0.000,0.000,0.167,0.833,0.111,0.222,0.389,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.833,0.111,0.000,0.000,0.222,0.278,0.000,0.111,0.000,0.000,0.000,0.000,22.520,12253.750,3.684,4.105,1.725,1.152,9.110,18.390,54.440,0.417,0.793,17.180,13.190,122.040,227.000,104.960,16.130,2.479,2.220,4.699,22.050
2,A,7,228,2 A 7,12,7.333,0.750,0.000,0.000,0.000,0.500,0.167,0.167,0.000,0.000,0.000,7.167,0.000,0.000,0.000,0.000,0.000,0.417,0.167,0.000,0.000,0.167,0.000,0.000,0.083,0.000,0.000,0.083,7.083,0.000,7.010,2435.820,2.651,3.580,1.819,2.093,2.090,8.420,21.940,1.636,0.809,NA,12.350,123.490,227.000,103.510,12.260,4.844,5.140,9.984,24.630
2,A,8,167,2 A 8,21,2.095,1.810,0.000,0.190,0.000,0.286,0.381,0.762,0.238,0.143,0.000,1.905,0.190,0.095,0.000,0.000,0.000,0.286,0.381,0.048,0.000,0.714,0.238,0.048,0.000,0.095,0.000,0.476,1.429,0.000,16.190,6562.840,3.308,3.915,1.754,1.469,6.040,15.940,43.940,0.583,0.900,10.700,11.510,119.590,252.000,132.410,15.960,1.910,1.470,3.380,20.280
2,A,10,30,2 A 10,18,0.000,1.333,0.000,0.000,0.000,0.222,1.000,0.056,0.000,0.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.222,1.000,0.056,0.000,0.000,0.000,0.000,0.000,0.056,0.000,0.000,0.000,0.000,21.200,10718.760,3.554,4.094,1.573,1.322,8.240,17.900,44.750,0.833,1.030,13.420,13.670,122.680,248.000,125.320,12.550,5.333,5.730,11.063,26.240
2,A,11,305,2 A 11,12,0.167,1.083,0.000,0.000,0.000,0.333,0.333,0.000,0.417,0.000,0.000,0.000,0.000,0.083,0.000,0.000,0.000,0.333,0.333,0.000,0.000,0.000,0.417,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.010,7118.170,3.347,3.946,1.725,1.451,5.210,15.240,41.590,0.909,1.375,13.070,13.580,123.640,217.000,93.360,17.350,1.548,1.100,2.648,20.760
2,A,14,283,2 A 14,6,0.000,7.167,0.000,0.000,0.000,0.167,0.000,0.333,0.000,6.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.167,0.000,0.167,0.000,0.000,0.000,6.667,0.000,0.000,0.000,0.000,5.430,1742.420,2.716,3.329,1.464,1.425,1.850,5.220,17.650,NA,NA,10.720,10.710,123.340,244.000,120.660,8.240,4.750,5.870,10.620,21.200
2,A,16,1,2 A 16,12,2.917,1.917,0.000,0.333,0.000,1.167,0.333,0.250,0.083,0.083,0.000,2.833,0.333,0.083,0.000,0.000,0.000,1.167,0.333,0.000,0.000,0.250,0.083,0.000,0.000,0.083,0.000,1.417,1.417,0.333,22.150,10000.130,NA,NA,NA,NA,NA,NA,43.730,0.909,1.044,17.520,12.350,119.460,241.000,121.540,11.780,4.261,8.230,12.491,26.370
2,A,17,233,2 A 17,12,8.250,0.583,0.083,0.083,0.000,0.083,0.250,0.250,0.000,0.167,0.000,8.167,0.083,0.000,0.000,0.000,0.000,0.083,0.250,0.000,0.000,0.250,0.000,0.167,0.000,0.000,0.000,2.083,6.083,0.083,12.100,4833.410,3.189,3.778,1.853,1.452,4.750,11.540,33.110,0.500,0.905,14.750,13.010,122.190,220.000,97.810,12.530,1.487,1.580,3.067,16.330
2,A,18,296,2 A 18,21,2.524,0.571,0.000,0.000,0.048,0.000,0.095,0.286,0.095,0.333,0.000,2.381,0.000,0.048,0.000,0.000,0.048,0.000,0.095,0.000,0.000,0.286,0.095,0.286,0.000,0.048,0.000,0.000,2.381,0.000,27.230,12968.930,3.714,4.121,1.677,1.124,11.720,21.160,70.390,0.500,0.905,14.400,NA,121.820,244.000,122.180,11.920,3.437,2.920,6.357,19.970
2,A,19,352,2 A 19,18,0.222,2.056,0.000,0.000,1.056,0.611,0.111,0.222,0.111,0.111,0.000,0.000,0.000,0.000,0.000,0.000,1.056,0.500,0.111,0.056,0.000,0.167,0.111,0.056,0.111,0.056,0.000,0.000,0.000,0.000,19.600,10272.640,3.571,4.065,1.788,1.280,8.040,16.000,45.690,1.417,0.900,12.320,17.760,122.330,244.000,121.670,6.940,3.008,2.720,5.728,14.150
2,A,20,366,2 A 20,9,23.778,2.222,0.000,0.000,1.444,0.333,0.000,0.222,0.222,0.111,0.000,23.778,0.000,0.000,0.000,0.000,1.444,0.333,0.000,0.222,0.000,0.000,0.222,0.111,0.000,0.000,0.000,0.000,23.778,0.000,7.580,2709.440,2.807,3.591,1.857,1.814,2.610,8.160,22.880,1.167,0.937,18.000,12.810,119.590,217.000,97.410,12.100,2.747,2.230,4.977,18.430
2,A,21,178,2 A 21,6,0.333,2.000,0.000,0.000,0.000,0.667,0.500,0.667,0.167,0.167,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.667,0.500,0.000,0.000,0.667,0.167,0.167,0.000,0.000,0.000,0.000,0.167,0.000,3.350,210.240,2.228,NA,1.626,NA,1.020,3.710,7.690,0.231,0.599,NA,15.270,122.580,213.000,90.420,19.990,2.620,3.430,6.050,27.330
2,A,22,291,2 A 22,18,12.722,1.444,0.000,0.000,0.000,0.611,0.056,0.500,0.222,0.000,0.056,12.000,0.000,0.056,0.667,0.000,0.000,0.611,0.056,0.111,0.000,0.389,0.222,0.000,0.000,0.000,0.056,0.000,12.000,0.000,11.720,4693.090,3.094,3.768,1.223,1.466,3.820,10.340,30.920,1.250,0.965,NA,6.930,121.470,238.000,116.530,14.790,3.571,3.480,7.051,23.600
2,A,23,171,2 A 23,6,8.167,0.333,0.000,0.000,0.000,0.000,0.167,0.167,0.000,0.000,0.000,8.167,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,8.167,0.000,3.690,1251.020,2.344,3.290,1.597,2.084,1.060,4.220,16.460,1.500,1.000,25.560,19.580,120.030,244.000,123.970,18.260,2.472,2.600,5.072,24.550
2,A,24,375,2 A 24,6,2.833,1.833,0.000,0.000,0.000,1.333,0.000,0.000,0.500,0.000,0.000,2.833,0.000,0.000,0.000,0.000,0.000,1.333,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,2.833,0.000,5.190,1540.410,2.716,3.264,1.803,1.373,2.000,4.670,19.840,1.333,0.888,16.320,11.540,122.040,227.000,104.960,10.950,2.814,2.440,5.254,17.590
2,A,25,383,2 A 25,6,0.000,1.000,0.000,0.000,0.000,0.500,0.167,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.167,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.450,2524.340,2.824,3.524,1.530,1.595,2.400,7.670,19.490,0.417,0.793,10.560,8.540,120.890,213.000,92.110,13.950,2.325,2.440,4.765,19.860
2,A,26,369,2 A 26,6,0.000,0.667,0.000,0.000,0.000,0.500,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.390,5852.010,3.266,3.854,1.662,1.420,4.650,11.520,36.240,0.917,0.996,10.260,11.820,123.080,227.000,103.920,13.520,1.407,1.280,2.687,16.900
2,A,27,152,2 A 27,6,0.167,0.667,0.000,0.000,0.000,0.000,0.333,0.167,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.167,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,7.150,2102.940,2.780,3.446,1.931,1.602,2.650,7.130,22.540,2.000,0.000,21.280,16.270,123.080,227.000,103.920,19.750,1.688,1.290,2.978,23.560
2,B,1,318,2 B 1,9,5.111,1.778,0.000,0.000,0.000,0.333,0.222,0.778,0.000,0.222,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.333,0.222,0.333,0.000,0.444,0.000,0.111,0.000,0.111,0.000,2.778,2.222,0.000,9.140,3390.840,2.996,3.641,1.729,1.534,2.900,9.540,29.260,0.167,0.577,9.800,11.170,121.820,252.000,130.180,17.290,3.290,4.210,7.500,26.410
2,B,4,392,2 B 4,6,4.667,2.167,0.000,0.000,0.000,0.333,0.333,0.500,0.667,0.167,0.000,4.500,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0.167,0.000,0.333,0.667,0.167,0.000,0.000,0.000,1.000,3.500,0.000,8.710,3486.340,2.880,3.717,1.988,1.936,2.850,9.590,25.950,0.833,1.030,9.620,12.760,121.590,244.000,122.410,17.330,3.075,4.490,7.565,26.410
2,B,6,147,2 B 6,6,0.167,0.333,0.000,0.000,0.000,0.000,0.167,0.167,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.167,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,6.270,1866.950,2.557,3.467,2.258,2.113,1.730,7.950,22.680,1.250,0.965,12.870,14.430,122.030,227.000,104.970,17.620,1.280,1.210,2.490,20.740
2,B,8,151,2 B 8,18,5.111,2.389,0.000,0.000,0.000,1.556,0.000,0.611,0.222,0.111,0.000,4.889,0.000,0.056,0.000,0.000,0.000,1.556,0.000,0.222,0.000,0.389,0.222,0.111,0.000,0.000,0.000,0.000,4.889,0.000,24.210,12028.060,3.583,4.146,1.434,1.331,8.900,19.170,59.110,0.000,0.000,9.700,12.550,120.600,244.000,123.400,11.830,2.539,2.960,5.499,18.580
2,B,9,42,2 B 9,9,1.111,0.333,0.000,0.000,0.000,0.111,0.111,0.222,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.111,0.000,0.111,0.000,0.000,0.111,0.000,0.000,0.556,0.444,0.000,11.320,4979.540,3.170,3.815,1.998,1.573,4.270,11.130,32.870,0.500,0.905,10.990,16.300,123.080,252.000,128.920,8.340,3.987,3.880,7.867,18.170
2,B,11,260,2 B 11,12,0.500,0.417,0.000,0.000,0.000,0.250,0.000,0.083,0.083,0.333,0.000,0.083,0.000,0.083,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.083,0.083,0.250,0.083,0.083,0.000,0.083,0.000,0.000,18.620,9471.900,3.486,4.066,1.832,1.433,6.270,19.040,56.520,1.500,0.905,10.450,14.810,123.080,252.000,128.920,13.600,2.539,2.400,4.939,19.790
2,B,12,132,2 B 12,6,38.667,0.500,0.000,0.167,0.000,0.000,0.167,0.167,0.167,0.333,0.000,38.333,0.167,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.167,0.167,0.333,0.000,0.000,0.000,37.167,1.167,0.000,4.780,1388.580,2.588,3.280,2.180,1.679,1.520,5.420,20.970,0.167,0.577,10.450,16.040,121.080,NA,NA,16.930,2.265,2.130,4.395,22.440
2,B,13,241,2 B 13,3,4.333,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,4.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0.000,4.333,0.000,3.850,938.850,2.416,3.085,1.551,1.542,1.370,3.750,13.390,0.333,0.778,9.900,12.780,125.040,213.000,87.960,17.390,1.688,1.140,2.828,21.050
2,B,14,166,2 B 14,12,0.167,0.500,0.000,0.000,0.000,0.417,0.000,0.000,0.083,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.417,0.000,0.000,0.000,0.000,0.083,0.083,0.000,0.000,0.000,0.000,0.000,0.000,14.490,7001.820,3.342,3.928,1.579,1.401,5.440,12.740,40.930,NA,NA,8.880,10.430,124.410,227.000,102.590,13.100,5.340,6.620,11.960,27.690
2,B,15,347,2 B 15,6,4.667,0.833,0.000,0.000,0.000,0.167,0.167,0.333,0.000,0.167,0.000,4.667,0.000,0.000,0.000,0.000,0.000,0.167,0.167,0.000,0.000,0.333,0.000,0.000,0.000,0.167,0.000,0.000,4.667,0.000,5.810,1963.720,2.811,3.371,1.717,1.381,1.990,5.700,20.020,0.500,0.905,10.170,13.690,121.820,213.000,91.180,15.160,4.509,5.360,9.869,27.250
2,B,17,148,2 B 17,9,0.222,1.000,0.000,0.000,0.000,0.222,0.333,0.222,0.222,0.111,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.222,0.333,0.000,0.000,0.222,0.222,0.111,0.000,0.000,0.000,0.000,0.000,0.000,8.830,3099.650,2.888,3.633,1.667,1.706,2.800,9.830,28.280,1.250,0.965,9.400,13.280,123.870,227.000,103.130,10.090,5.461,4.700,10.161,22.940
2,B,19,341,2 B 19,9,2.667,1.333,0.000,0.000,0.222,0.222,0.444,0.333,0.111,0.000,0.000,2.667,0.000,0.000,0.000,0.000,0.222,0.222,0.444,0.000,0.000,0.333,0.111,0.000,0.000,0.000,0.000,0.000,2.667,0.000,11.560,4527.390,3.150,3.742,1.605,1.417,3.990,11.260,32.550,1.167,1.030,10.510,12.940,121.820,230.000,108.180,14.940,3.618,2.900,6.518,23.240
2,B,20,227,2 B 20,12,39.667,0.833,0.000,0.000,0.000,0.250,0.000,0.500,0.000,0.167,0.000,39.583,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.083,0.000,0.417,0.000,0.083,0.000,0.083,0.000,0.000,39.583,0.000,9.950,4519.160,3.005,3.787,1.184,1.649,2.600,10.330,33.540,0.667,0.985,13.610,16.620,120.460,234.000,113.540,19.160,2.660,2.140,4.800,25.270
2,B,21,58,2 B 21,9,6.000,2.111,0.000,0.000,0.778,0.111,0.556,0.444,0.222,0.000,0.000,5.889,0.000,0.000,0.000,0.000,0.778,0.111,0.556,0.333,0.000,0.111,0.222,0.000,0.000,0.000,0.000,0.000,5.889,0.000,7.240,1979.650,2.675,3.456,1.951,1.821,2.560,7.820,23.680,2.167,1.337,8.780,11.790,121.820,238.000,116.180,10.370,4.489,5.670,10.159,22.740
2,B,23,161,2 B 23,12,1.667,1.333,0.000,0.000,0.000,0.500,0.583,0.250,0.000,0.000,0.000,1.667,0.000,0.000,0.000,0.000,0.000,0.500,0.583,0.083,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,1.667,0.000,11.940,4806.650,3.319,3.645,1.615,0.992,5.790,5.510,62.970,0.583,0.900,14.110,18.210,118.650,213.000,94.350,10.190,4.147,5.600,9.747,21.980
2,B,24,179,2 B 24,15,19.200,1.733,0.000,1.133,0.000,0.867,0.400,0.200,0.133,0.067,0.067,19.200,1.133,0.000,0.000,0.000,0.000,0.867,0.400,0.000,0.000,0.200,0.133,0.000,0.000,0.067,0.067,8.267,10.933,1.133,20.100,8746.830,NA,NA,NA,NA,6.900,21.060,63.450,0.417,0.793,12.420,13.450,121.180,220.000,98.820,8.310,3.089,2.970,6.059,15.890
