BLK,ROW,POS,GENO,ID,Total.time,FreeFeeder,LeafModifier,WoodModifier,Ant,Cecidomyiidae,Tenthredinidae,Nepticulidae,Graciliaridae,Lyonetiidae,Agromyzidae,Megalopodidae,Notodontidae,Noctuidae,Tortricidae,Aphididae,Formicidae,Chrysomelidae,Delphacidae,Pentatomidae,Harmandia,Phyllocolpa,PetioleGall,LeafEdgeMine,SerpMine,CottonwoodMine,BlotchMine,LombardyMine,BlackMine,LeafCurlMidge,CottonwoodDagger,RustylinedLeaftier,ObliqueBandedLeafRoller,GreenAphids,SmokeyAphids,Formica_glacialis,Lasius_neoniger,Lasius_alienus,AvgBA2015,AvgSize2015,Growth2014_2015,Growth2012_2015,BAI2014_2015,BAI2012_2015,SLA2015,LA2015,BB2015,BS2015,GS2015,CT2015,Salicortin2015,Tremulacin2015,PG2015,TotalDefChem2015,CN2015,N2015
1,K,25,375,1 K 25,6,5.667,2.000,0.000,0.000,0.000,1.500,0.000,0.167,0.000,0.333,0.000,0.000,0.000,0.000,5.500,0.000,0.167,0.000,0.000,0.000,1.500,0.000,0.000,0.167,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,3.333,2.167,0.000,0.000,0.000,17.210,9013.770,3.457,4.156,1.598,4.728,9.000,137.840,140.510,131.450,198.000,66.550,14.230,3.162,2.730,5.892,21.680,21.680
1,K,26,61,1 K 26,6,8.833,2.333,0.000,0.000,1.000,0.333,0.167,0.000,0.000,0.833,0.000,0.000,0.000,0.000,8.833,0.000,0.000,0.000,0.000,1.000,0.333,0.167,0.000,0.000,0.000,0.000,0.833,0.000,0.000,0.000,0.000,0.000,3.500,0.000,0.000,0.000,0.000,20.580,11304.630,3.584,4.241,1.472,4.363,2.000,148.980,143.010,135.470,228.000,92.530,18.870,3.471,4.640,8.111,28.690,25.960
1,L,1,385,1 L 1,6,0.333,2.167,0.000,0.000,0.000,1.500,0.000,0.667,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.500,0.000,0.167,0.500,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.080,11492.100,3.640,4.224,1.344,3.945,1.000,130.080,137.520,128.780,240.000,111.220,18.170,3.397,3.240,6.637,26.480,28.060
1,L,2,236,1 L 2,9,0.000,0.444,0.000,0.000,0.111,0.111,0.000,0.111,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.111,0.000,0.000,0.000,0.111,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.330,16704.600,3.848,4.371,1.376,3.923,4.000,136.200,134.110,130.630,232.000,101.370,11.830,3.062,3.500,6.562,19.900,22.000
1,L,3,289,1 L 3,6,1.000,1.000,0.000,0.000,0.000,0.500,0.167,0.167,0.000,0.167,0.000,0.000,0.000,0.000,0.833,0.000,0.000,0.000,0.167,0.000,0.500,0.167,0.000,0.000,0.000,0.167,0.167,0.000,0.000,0.000,0.000,0.000,0.833,0.000,0.000,0.000,0.000,18.610,11030.580,3.647,4.210,1.574,4.212,6.000,107.960,120.700,130.260,228.000,97.740,12.380,4.013,4.640,8.653,23.010,26.560
1,L,4,361,1 L 4,9,1.889,0.778,0.000,0.000,0.000,0.444,0.000,0.111,0.000,0.111,0.000,0.000,0.000,0.111,0.000,0.000,0.222,0.000,1.556,0.000,0.444,0.000,0.000,0.111,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,23.380,12730.330,3.690,4.259,1.242,3.782,6.000,129.180,145.050,132.750,203.000,70.250,20.150,4.335,4.760,9.095,31.380,28.030
1,L,5,369,1 L 5,9,2.778,1.667,0.000,0.333,0.000,1.111,0.222,0.222,0.000,0.111,0.000,0.000,0.000,0.000,2.667,0.333,0.111,0.000,0.000,0.000,1.111,0.222,0.111,0.000,0.000,0.111,0.111,0.000,0.000,0.000,0.000,0.000,2.667,0.000,0.000,0.000,0.333,22.360,14755.230,3.783,4.333,1.573,4.152,2.000,114.170,118.540,130.490,240.000,109.510,19.990,1.447,1.200,2.647,23.350,23.540
1,L,9,79,1 L 9,6,16.500,1.167,0.000,1.500,0.000,0.000,0.667,0.167,0.000,0.333,0.000,0.000,0.000,0.000,16.333,1.500,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.167,0.333,0.000,0.000,0.000,0.000,0.000,1.500,14.833,1.500,0.000,0.000,10.490,4228.620,3.126,3.784,0.874,4.240,8.000,135.690,119.010,128.720,198.000,69.280,24.890,0.750,1.030,1.780,27.040,29.560
1,L,11,30,1 L 11,6,1.667,1.500,0.000,0.333,0.000,0.167,0.000,1.000,0.000,0.167,0.167,0.000,0.000,0.000,1.500,0.333,0.000,0.000,0.000,0.000,0.167,0.000,0.167,0.500,0.000,0.333,0.167,0.167,0.000,0.000,0.000,0.000,0.500,1.000,0.333,0.000,0.000,16.490,7622.280,3.451,4.053,1.367,4.354,5.000,132.100,133.420,132.030,207.000,74.970,14.430,5.079,5.300,10.379,27.310,25.820
1,L,14,334,1 L 14,6,0.833,1.000,0.000,0.167,0.000,0.333,0.167,0.167,0.000,0.333,0.000,0.000,0.000,0.000,0.667,0.167,0.167,0.000,0.000,0.000,0.333,0.167,0.167,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.167,0.000,0.000,15.990,6599.550,3.352,3.978,1.035,3.817,4.000,141.310,145.740,129.260,198.000,68.740,17.030,NA,NA,NA,NA,23.790
1,L,16,360,1 L 16,9,0.667,1.556,0.000,0.111,0.111,1.222,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.111,0.111,0.000,0.000,0.111,1.222,0.000,0.000,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.111,0.000,0.000,34.640,19031.630,3.900,4.408,1.156,3.387,5.000,133.190,131.870,127.370,207.000,79.630,13.090,2.553,2.420,4.973,19.320,24.140
1,L,19,293,1 L 19,12,3.250,3.917,0.000,0.333,0.417,3.167,0.000,0.167,0.000,0.083,0.000,0.083,0.000,0.000,3.083,0.333,0.000,0.083,0.000,0.000,3.167,0.000,0.167,0.000,0.000,0.000,0.083,0.000,0.417,0.000,0.083,0.000,3.000,0.083,0.000,0.000,0.000,37.090,26109.620,4.016,4.581,1.463,4.145,2.000,132.070,138.480,128.930,235.000,106.070,6.050,5.487,7.660,13.147,21.900,21.890
1,L,20,63,1 L 20,12,1.333,3.583,0.000,1.083,2.167,0.833,0.083,0.250,0.000,0.250,0.000,0.000,0.000,0.000,1.250,1.083,0.000,0.000,0.000,0.667,0.833,0.083,0.083,0.167,0.000,0.000,0.250,0.000,1.500,0.000,0.000,0.000,0.000,1.250,0.000,0.000,0.000,40.840,28512.140,3.972,4.631,1.176,4.114,6.000,161.290,163.160,136.580,240.000,103.420,9.520,3.457,3.730,7.187,18.410,23.100
1,L,21,135,1 L 21,12,2.667,3.250,0.000,0.000,0.750,1.917,0.083,0.333,0.000,0.167,0.000,0.000,0.000,0.000,2.417,0.000,0.167,0.000,0.000,0.750,1.917,0.083,0.000,0.083,0.000,0.250,0.167,0.000,0.000,0.000,0.000,0.000,2.417,0.000,0.000,0.000,0.000,57.860,38412.660,4.092,4.761,1.183,3.766,11.000,124.670,143.190,127.100,198.000,70.900,12.870,2.968,3.290,6.258,20.590,22.860
1,L,22,345,1 L 22,9,2.000,1.222,0.000,0.444,0.333,0.333,0.000,0.111,0.000,0.333,0.000,0.000,0.111,0.111,1.889,0.444,0.000,0.000,0.000,0.333,0.333,0.000,0.111,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.111,1.333,0.556,0.000,0.000,0.000,21.120,13717.740,3.757,4.251,1.053,3.102,2.000,136.450,125.550,128.600,240.000,111.400,13.750,4.878,6.680,11.558,27.710,26.960
1,L,23,328,1 L 23,9,8.778,2.222,0.000,1.222,0.556,0.111,0.889,0.333,0.000,0.333,0.000,0.000,0.000,0.000,8.778,1.222,0.000,0.000,0.000,0.000,0.111,0.889,0.111,0.111,0.000,0.111,0.333,0.000,0.556,0.000,0.000,0.000,0.000,8.778,0.000,0.000,0.000,30.770,22741.720,3.990,4.476,1.117,3.394,4.000,142.100,136.290,132.320,235.000,102.680,16.630,0.898,0.970,1.868,18.940,25.040
1,L,25,323,1 L 25,9,0.000,2.778,0.000,0.222,0.000,1.667,0.444,0.444,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.222,0.000,0.000,0.000,0.000,1.667,0.444,0.111,0.000,0.000,0.333,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.222,0.000,30.460,22692.000,3.911,4.514,1.145,3.738,0.000,127.560,121.200,128.930,232.000,103.070,17.930,1.936,1.810,3.746,22.630,22.490
1,L,26,182,1 L 26,9,0.111,2.556,0.000,0.000,0.111,1.444,0.000,0.333,0.000,0.444,0.111,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,1.444,0.000,0.000,0.222,0.000,0.111,0.444,0.111,0.111,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,30.380,19590.280,3.890,4.468,1.666,4.838,2.000,NA,NA,129.930,232.000,102.070,11.680,4.141,5.010,9.151,22.870,21.350
1,L,28,309,1 L 28,9,0.222,2.667,0.000,0.111,0.444,1.000,0.556,0.000,0.000,0.556,0.000,0.000,0.111,0.111,0.000,0.111,0.111,0.000,0.000,0.444,1.000,0.556,0.000,0.000,0.000,0.000,0.556,0.000,0.000,0.111,0.000,0.111,0.000,0.000,0.000,0.111,0.000,27.580,19318.590,3.834,4.462,1.367,4.107,6.000,121.960,124.940,125.790,203.000,77.210,15.760,2.090,1.300,3.390,20.180,23.400
1,M,1,95,1 M 1,7.5,2.800,2.800,0.133,0.000,0.000,0.800,0.400,1.333,0.000,0.267,0.000,0.133,0.000,0.133,2.000,0.000,0.133,0.000,0.000,0.000,0.667,0.400,0.933,0.133,0.000,0.267,0.267,0.000,0.000,0.000,0.000,0.133,2.000,0.000,0.000,0.000,0.000,21.320,10277.240,3.476,4.217,1.489,4.452,10.000,125.950,149.260,143.560,224.000,80.440,21.660,2.720,3.560,6.280,29.280,26.890
1,M,3,4,1 M 3,12,0.250,1.667,0.000,0.000,0.000,0.167,0.000,0.500,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.167,0.000,0.083,0.000,0.000,0.417,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33.660,18582.060,3.849,4.432,1.347,3.801,5.000,129.600,157.640,127.520,228.000,100.480,15.470,1.762,1.120,2.882,19.220,23.790
1,M,5,374,1 M 5,6,3.667,4.167,0.000,0.000,0.833,2.333,0.000,0.667,0.000,0.167,0.000,0.167,0.000,0.167,3.167,0.000,0.167,0.000,0.000,0.000,2.333,0.000,0.333,0.167,0.000,0.167,0.167,0.000,0.833,0.000,0.000,0.167,3.167,0.000,0.000,0.000,0.000,14.010,6367.360,3.234,3.999,1.074,4.186,2.000,125.210,132.940,129.840,198.000,68.160,22.920,3.819,4.410,8.229,33.030,29.380
1,M,6,283,1 M 6,4.5,0.000,2.222,0.000,0.000,0.000,1.333,0.000,0.444,0.000,0.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.333,0.000,0.222,0.000,0.000,0.222,0.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.080,3519.300,3.032,3.725,1.188,3.443,15.000,142.660,163.250,133.900,228.000,94.100,11.250,3.042,4.160,7.202,19.950,26.050
1,M,12,17,1 M 12,7.5,9.067,1.867,0.000,1.200,0.533,0.000,0.267,0.400,0.000,0.667,0.000,0.000,0.000,0.000,9.067,1.200,0.000,0.000,0.000,0.000,0.000,0.267,0.267,0.000,0.000,0.133,0.667,0.000,0.533,0.000,0.000,0.000,2.267,6.800,0.000,0.000,0.000,26.260,14861.240,3.758,4.332,1.284,4.142,12.000,116.200,126.450,133.310,228.000,94.690,23.000,2.894,3.080,5.974,30.400,25.400
1,M,13,144,1 M 13,6,1.333,2.833,0.000,0.167,0.500,0.333,0.000,1.167,0.000,0.667,0.000,0.000,0.000,0.167,1.167,0.167,0.000,0.000,0.000,0.000,0.333,0.000,0.167,0.000,0.000,1.000,0.667,0.000,0.500,0.000,0.000,0.167,1.167,0.000,0.000,0.000,0.000,16.100,7421.980,3.572,4.025,2.493,4.141,0.000,120.750,140.210,128.780,207.000,78.220,16.930,2.144,2.850,4.994,22.980,25.090
1,M,14,305,1 M 14,9,9.667,2.667,0.111,0.222,1.667,0.333,0.111,0.000,0.000,0.333,0.000,0.000,0.000,0.222,8.000,0.222,0.000,0.000,1.556,0.889,0.333,0.111,0.000,0.000,0.000,0.000,0.333,0.000,0.778,0.000,0.000,0.222,0.667,7.333,0.000,0.000,0.000,26.460,14858.400,NA,4.309,NA,3.183,2.000,130.970,138.430,129.060,198.000,68.940,22.620,2.305,1.510,3.815,27.570,23.870
1,M,17,186,1 M 17,9,0.000,3.333,0.000,0.000,0.000,1.333,0.778,0.111,0.000,1.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.333,0.778,0.000,0.000,0.000,0.111,1.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.000,15860.770,3.576,4.419,1.280,4.565,5.000,131.480,145.180,131.050,228.000,96.950,13.650,2.955,3.890,6.845,21.950,26.690
1,M,19,2,1 M 19,9,0.333,1.778,0.000,1.889,0.333,0.556,0.000,0.778,0.000,0.333,0.000,0.000,0.111,0.000,0.000,1.889,0.000,0.000,0.000,0.000,0.333,0.000,0.333,0.000,0.000,0.444,0.333,0.000,0.333,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.090,11174.170,NA,4.039,NA,3.827,4.000,118.540,151.540,133.220,207.000,73.780,22.760,3.229,3.260,6.489,30.840,22.200
1,M,21,326,1 M 21,6,1.000,3.833,0.000,1.667,0.500,0.167,2.333,0.333,0.000,0.500,0.000,0.000,0.000,0.000,0.833,1.667,0.000,0.000,0.000,0.000,0.167,2.333,0.167,0.000,0.000,0.167,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.833,0.000,0.000,0.000,17.810,10385.830,3.683,4.165,1.821,3.633,7.000,136.180,153.700,131.630,240.000,108.370,15.180,0.958,0.810,1.768,17.420,24.900
1,M,22,310,1 M 22,9,22.667,1.667,0.000,2.556,0.333,0.000,0.222,0.444,0.000,0.667,0.000,0.000,0.000,0.000,22.444,2.556,0.000,0.000,0.000,0.000,0.000,0.222,0.111,0.000,0.000,0.333,0.667,0.000,0.333,0.000,0.000,0.000,0.000,22.444,2.556,0.000,0.000,21.850,9441.440,3.632,4.146,2.407,4.397,9.000,137.560,141.970,127.240,240.000,112.760,17.680,3.270,2.830,6.100,25.390,23.200
1,M,23,390,1 M 23,6,0.167,1.167,0.000,0.167,0.000,0.000,0.167,0.333,0.000,0.667,0.000,0.000,0.167,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.167,0.000,0.000,12.940,6133.870,2.981,3.975,0.460,3.712,5.000,125.410,130.490,129.100,198.000,68.900,21.720,2.586,2.530,5.116,28.110,24.100
1,M,25,340,1 M 25,9,9.333,2.000,0.000,0.000,0.333,1.111,0.333,0.000,0.000,0.222,0.000,0.000,0.000,0.000,9.333,0.000,0.000,0.000,0.000,0.000,1.111,0.333,0.000,0.000,0.000,0.000,0.222,0.000,0.333,0.000,0.000,0.000,9.333,0.000,0.000,0.000,0.000,24.080,17425.500,3.892,4.400,1.965,3.662,8.000,118.500,122.870,126.750,221.000,94.250,13.950,3.926,3.960,7.886,23.770,22.130
1,M,26,204,1 M 26,9,1.556,1.667,0.000,0.000,0.222,0.667,0.222,0.111,0.000,0.444,0.000,0.000,0.000,0.000,1.556,0.000,0.000,0.000,0.000,0.000,0.667,0.222,0.000,0.000,0.000,0.111,0.444,0.000,0.222,0.000,0.000,0.000,1.556,0.000,0.000,0.000,0.000,24.900,12472.360,3.653,4.240,0.976,3.927,4.000,123.980,135.180,133.900,221.000,87.100,8.010,3.866,4.750,8.616,18.530,20.120
1,M,27,59,1 M 27,9,7.000,4.333,0.000,0.111,0.222,2.222,0.000,0.222,0.000,1.333,0.000,0.000,0.000,0.333,6.667,0.111,0.000,0.000,0.000,0.000,2.222,0.000,0.111,0.111,0.000,0.000,1.333,0.000,0.222,0.000,0.000,0.333,6.667,0.000,0.000,0.111,0.000,18.820,8844.920,3.582,4.126,2.520,4.391,7.000,143.340,159.840,146.100,203.000,56.900,8.310,6.023,5.840,11.863,23.140,21.190
1,M,28,26,1 M 28,12,3.083,1.417,0.000,0.000,0.000,0.333,0.667,0.083,0.000,0.333,0.000,0.000,0.000,0.000,3.083,0.000,0.000,0.000,0.000,0.000,0.333,0.667,0.083,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,3.083,0.000,0.000,0.000,0.000,36.400,32866.410,NA,4.663,NA,3.744,4.000,127.080,135.460,134.550,240.000,105.450,15.690,4.261,5.450,9.711,27.500,22.840
1,N,1,173,1 N 1,9,0.444,1.222,0.000,0.000,0.222,0.222,0.000,0.222,0.000,0.556,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.222,0.000,0.000,0.111,0.000,0.111,0.556,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.050,14262.160,3.738,4.328,1.555,4.246,7.000,132.220,159.440,133.620,228.000,94.380,16.660,4.824,6.920,11.744,30.780,25.690
1,N,2,85,1 N 2,12,0.500,1.333,0.000,0.000,0.583,0.167,0.000,0.167,0.000,0.417,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.083,0.000,0.083,0.417,0.000,0.583,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,45.240,30896.800,4.055,4.658,1.393,3.647,6.000,131.510,151.910,127.740,221.000,93.260,15.030,2.734,3.210,5.944,22.320,27.710
1,N,3,210,1 N 3,9,0.556,2.000,0.000,0.000,0.111,0.444,1.111,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.556,0.000,0.000,0.000,0.000,0.000,0.444,1.111,0.111,0.222,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.556,0.000,0.000,0.000,0.000,26.600,17884.080,3.803,4.437,1.490,4.777,2.000,112.950,72.090,128.950,240.000,111.050,15.800,3.638,4.210,7.848,25.440,25.570
1,N,4,329,1 N 4,7.5,0.267,2.000,0.000,0.000,0.000,0.267,0.933,0.667,0.000,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.267,0.933,0.000,0.133,0.000,0.533,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.910,10254.200,3.575,4.175,1.269,3.850,14.000,127.100,133.520,131.630,228.000,96.370,18.120,1.059,0.760,1.819,20.460,26.050
1,N,5,237,1 N 5,12,17.167,1.917,0.000,0.667,0.000,1.500,0.500,0.083,0.000,0.083,0.000,0.000,0.000,0.000,16.833,0.667,0.000,0.000,0.000,0.000,1.250,0.500,0.000,0.083,0.000,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.000,16.833,0.667,0.000,0.000,41.490,29051.450,3.972,4.647,1.247,4.329,2.000,133.900,131.800,129.370,245.000,115.630,14.070,3.859,4.110,7.969,23.940,24.320
1,N,7,146,1 N 7,9,2.000,2.222,0.000,0.111,0.778,0.556,0.000,0.444,0.000,0.444,0.000,0.000,0.000,0.000,1.889,0.111,0.111,0.000,0.000,0.000,0.556,0.000,0.333,0.111,0.000,0.000,0.444,0.000,0.778,0.000,0.000,0.000,0.000,1.889,0.000,0.111,0.000,27.810,14328.980,3.811,4.292,1.408,3.693,3.000,125.820,130.580,127.020,210.000,82.980,16.990,1.045,1.300,2.345,19.850,25.620
1,N,8,338,1 N 8,6,6.667,3.167,0.000,0.000,1.333,0.333,0.667,0.667,0.000,0.167,0.000,0.167,0.000,0.000,6.500,0.000,0.000,0.000,0.000,1.333,0.333,0.667,0.500,0.167,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,6.500,0.000,0.000,0.000,0.000,21.490,11864.600,3.613,4.249,1.331,3.814,6.000,124.170,140.800,128.930,207.000,78.070,20.720,3.189,2.880,6.069,28.360,26.930
1,N,9,160,1 N 9,6,0.167,4.000,0.000,0.167,1.500,1.833,0.000,0.333,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,1.833,0.000,0.167,0.167,0.000,0.000,0.333,0.000,1.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.480,10236.890,3.594,4.174,1.380,3.866,2.000,134.280,139.520,132.610,214.000,81.390,16.110,4.255,4.950,9.205,27.410,27.840
1,N,11,372,1 N 11,6,72.000,2.667,0.000,6.333,0.833,1.000,0.167,0.500,0.000,0.000,0.000,0.000,0.000,0.167,72.000,6.333,0.000,0.000,0.000,0.833,1.000,0.167,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,3.333,68.667,0.000,0.000,0.000,14.910,8642.960,NA,3.912,NA,2.916,2.000,115.600,112.400,127.430,224.000,96.570,23.860,1.608,1.710,3.318,27.970,25.320
1,N,12,257,1 N 12,9,8.111,1.000,0.000,1.556,0.444,0.000,0.000,0.333,0.000,0.222,0.000,0.111,0.000,0.000,7.889,1.556,0.111,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.222,0.222,0.000,0.444,0.000,0.000,0.000,1.444,6.444,0.000,0.000,0.000,34.810,21046.040,3.969,4.432,1.114,3.189,6.000,132.880,132.520,130.430,198.000,67.570,17.020,4.690,4.370,9.060,28.390,24.680
1,N,13,275,1 N 13,6,5.333,0.833,0.000,1.500,0.167,0.000,0.167,0.167,0.000,0.333,0.000,0.000,0.167,0.000,5.167,1.500,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.167,0.333,0.000,0.167,0.167,0.000,0.000,0.833,4.333,0.000,0.000,0.000,15.960,6796.220,3.394,3.998,1.374,3.483,11.000,111.610,129.160,129.840,198.000,68.160,19.740,2.372,3.910,6.282,27.190,25.960
1,N,15,47,1 N 15,12,5.333,1.417,0.000,0.750,0.083,1.000,0.000,0.167,0.000,0.167,0.000,0.000,0.000,0.000,5.083,0.750,0.000,0.000,0.000,0.000,1.000,0.000,0.167,0.000,0.000,0.000,0.167,0.000,0.083,0.000,0.000,0.000,5.083,0.000,0.000,0.000,0.000,31.310,14822.060,NA,4.314,NA,3.218,8.000,104.780,116.270,130.490,198.000,67.510,15.980,4.817,8.660,13.477,31.830,26.760
1,N,16,315,1 N 16,9,0.222,2.556,0.000,0.222,0.333,0.222,0.778,0.111,0.000,0.778,0.000,0.111,0.111,0.222,0.111,0.222,0.000,0.000,0.000,0.000,0.222,0.778,0.000,0.111,0.000,0.000,0.778,0.000,0.333,0.111,0.111,0.222,0.000,0.111,0.000,0.000,0.000,18.960,9847.800,3.621,4.137,1.410,3.410,4.000,126.540,137.550,127.240,198.000,70.760,13.620,3.591,3.780,7.371,22.760,23.250
1,N,18,185,1 N 18,6,1.000,2.000,0.000,0.000,0.167,0.833,0.000,0.500,0.000,0.333,0.000,0.000,0.167,0.167,0.833,0.000,0.000,0.000,0.000,0.000,0.833,0.000,0.000,0.500,0.000,0.000,0.333,0.000,0.167,0.167,0.000,0.167,0.000,0.833,0.000,0.000,0.000,11.010,4365.370,3.186,3.818,1.364,4.317,2.000,130.510,139.200,131.450,198.000,66.550,20.080,3.417,3.110,6.527,28.290,25.370
1,N,21,194,1 N 21,3,12.000,2.333,0.000,2.000,0.333,0.000,0.667,0.000,0.000,0.667,0.000,0.333,0.000,0.000,12.000,2.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.333,0.000,0.000,12.000,0.000,2.000,0.000,7.900,3245.100,3.016,3.710,1.545,4.775,4.000,145.620,160.970,128.180,198.000,69.820,17.730,4.563,5.900,10.463,30.440,27.060
1,N,23,238,1 N 23,6,65.833,1.000,0.000,8.500,0.000,0.000,0.167,0.167,0.000,0.667,0.000,0.000,0.000,0.000,65.833,8.500,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.167,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,65.833,8.500,0.000,0.000,15.170,6364.230,3.416,3.963,1.472,4.075,17.000,129.540,133.570,128.360,245.000,116.640,20.400,3.424,2.550,5.974,28.060,25.700
1,N,25,149,1 N 25,12,1.333,4.333,0.000,0.250,0.083,1.417,2.000,0.500,0.000,0.250,0.000,0.000,0.000,0.083,0.000,0.250,0.000,0.000,1.167,0.000,1.417,2.000,0.000,0.333,0.000,0.167,0.250,0.000,0.083,0.000,0.000,0.083,0.000,0.000,0.000,0.250,0.000,29.490,18210.060,3.773,4.426,1.068,3.671,4.000,131.750,143.030,131.450,252.000,120.550,8.640,3.585,4.450,8.035,18.440,19.210
1,N,28,302,1 N 28,12,21.500,1.750,0.000,4.917,0.500,0.750,0.083,0.167,0.000,0.250,0.000,0.000,0.000,0.000,21.250,4.917,0.167,0.000,0.000,0.500,0.750,0.083,0.000,0.167,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,1.417,19.833,4.917,0.000,0.000,36.580,25950.690,3.963,4.573,1.150,3.646,4.000,136.010,143.270,133.310,218.000,84.690,16.210,3.209,3.230,6.439,24.230,21.380
2,A,2,108,2 A 2,6,11.667,4.167,0.000,1.000,0.500,1.000,0.667,2.000,0.000,0.000,0.000,0.000,0.167,0.000,11.500,1.000,0.000,0.000,0.000,0.000,1.000,0.667,0.333,0.833,0.000,0.833,0.000,0.000,0.500,0.167,0.000,0.000,4.167,3.667,0.000,1.000,0.000,13.050,6626.850,3.430,3.991,1.644,4.440,0.000,177.270,115.690,133.080,228.000,94.920,17.700,1.829,1.670,3.499,22.100,19.870
2,A,3,275,2 A 3,9,2.889,4.222,0.000,0.111,0.000,1.000,0.667,2.444,0.111,0.000,0.000,0.000,0.000,0.000,2.778,0.111,0.000,0.000,0.000,0.000,1.000,0.667,0.333,1.556,0.111,0.556,0.000,0.000,0.000,0.000,0.000,0.000,2.778,0.000,0.111,0.000,0.000,31.350,19090.830,3.907,4.452,1.956,4.159,10.000,114.560,118.330,129.110,228.000,98.890,13.500,3.296,4.560,7.856,22.980,22.700
2,A,5,175,2 A 5,10.5,9.524,2.952,0.000,0.381,0.000,1.905,0.095,0.762,0.000,0.000,0.095,0.000,0.000,0.095,6.762,0.381,0.000,0.000,1.333,0.000,1.905,0.095,0.190,0.095,0.000,0.476,0.000,0.095,0.000,0.000,0.000,0.095,6.762,0.000,0.000,0.381,0.000,45.180,34546.000,4.105,4.694,1.152,3.874,4.000,116.710,125.190,128.950,198.000,69.050,18.590,3.471,3.050,6.521,26.820,20.640
2,A,7,228,2 A 7,6,73.333,3.167,0.000,0.000,0.000,2.000,0.500,0.667,0.000,0.000,0.000,0.000,0.000,0.000,73.333,0.000,0.000,0.000,0.000,0.000,2.000,0.500,0.167,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,73.333,0.000,0.000,0.000,0.000,16.930,9089.670,3.580,4.138,2.093,5.073,18.000,105.970,134.200,131.650,232.000,100.350,22.850,4.650,3.900,8.550,33.690,21.030
